NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Kenrich Williams,Okc,G-F,28.4,53,22.8,13.7,8.5,39,0.436,212,0.608,134,0.373,0.59,0.585,8,4.9,2,0.8,0.3,0.6,12.9,10,14.9,7.5,126.5,108.1
Gabe York,Ind,G,20,3,18.6,16.5,0,2,1,3,0.667,18,0.333,0.524,0.548,8,2,1.7,0.7,0,0,10,9.7,11.7,6.5,121.8,113.4
Ochai Agbaji,Uta,G,23,59,20.5,15.8,9.6,69,0.812,158,0.532,228,0.355,0.532,0.561,7.9,2,1.1,0.3,0.3,0.7,9.9,9.1,11.1,5.1,114.5,114.4
Chris Duarte,Ind,G,25.8,46,19.5,19,11,72,0.847,159,0.428,174,0.316,0.452,0.496,7.9,2.5,1.4,0.5,0.2,0.9,10.4,9.3,11.8,6.2,100.7,115.7
Reggie Jackson,Den,G,33,16,19.9,20.8,12.9,12,0.833,60,0.5,68,0.279,0.457,0.476,7.9,1.8,3.1,0.6,0.1,1.2,9.7,11.1,12.8,7.1,100.5,112.2
Duane Washington Jr.,Pho,G,23,31,12.7,32.5,11.7,24,0.667,145,0.372,111,0.36,0.445,0.458,7.9,1.2,2,0.2,0.1,1.1,9,9.9,11.1,8.4,93.3,113.6
Jeff Green,Den,F,36.6,56,19.5,17,12.3,117,0.744,224,0.58,104,0.288,0.534,0.576,7.8,2.6,1.2,0.3,0.3,0.8,10.4,9,11.6,5.9,114.1,109.9
Luke Kennard,Lac,G,26.8,35,20.7,15,12.4,20,0.95,79,0.494,132,0.447,0.604,0.623,7.8,2.4,1.1,0.5,0.1,0.9,10.2,8.9,11.3,5.3,113.9,111.9
Will Barton,Was,G,32.3,40,19.6,19.4,13.7,45,0.778,147,0.395,137,0.38,0.479,0.505,7.7,2.8,2.4,0.4,0.3,1.1,10.4,10.1,12.8,7.6,101.7,114.6
Kevin Love,Mia,F-C,34.6,21,19.9,18.5,14.2,28,0.857,38,0.632,101,0.297,0.496,0.535,7.7,5.7,1.9,0.4,0.2,1.1,13.4,9.6,15.3,8.8,107.9,105.5
Tre Mann,Okc,G,22.2,67,17.7,20.7,11,55,0.764,244,0.475,257,0.315,0.474,0.492,7.7,2.3,1.8,0.6,0.2,0.9,10,9.5,11.8,7.2,101,110.2
Pat Connaughton,Mil,G,30.3,61,23.7,13.8,7.3,41,0.659,99,0.566,322,0.339,0.521,0.531,7.6,4.6,1.3,0.6,0.2,0.5,12.3,8.9,13.5,6,112.4,109.6
Joe Harris,Bro,G-F,31.6,74,20.6,14.3,8.5,28,0.643,107,0.551,333,0.426,0.618,0.621,7.6,2.2,1.4,0.5,0.2,0.6,9.8,9,11.2,5.6,118.9,110.5
Trey Lyles,Sac,F,27.4,74,16.9,18.1,13.5,124,0.815,168,0.595,240,0.363,0.565,0.607,7.6,4.1,0.9,0.4,0.4,0.9,11.6,8.5,12.5,7.2,117.3,110.3
Kendrick Nunn,Was,G,27.7,31,14.1,24.2,14.9,20,0.9,102,0.5,97,0.392,0.543,0.563,7.5,1.7,1.8,0.5,0.1,1.1,9.3,9.4,11.1,8.1,106.2,111.9
Mason Plumlee,Lac,F-C,33.1,23,19.9,13.7,25.4,57,0.772,88,0.727,0,0,0.727,0.761,7.5,6.9,1.7,0.5,0.5,1.3,14.4,9.2,16.1,8.9,136.7,101.5
Josh Richardson,Nor,G,29.6,23,23.2,14.5,13.4,21,0.762,62,0.468,86,0.384,0.53,0.55,7.5,2.4,1.6,1.3,0.4,1,10,9.1,11.6,5.3,107.1,106.6
Torrey Craig,Pho,F,32.3,79,24.7,13,12.7,45,0.711,246,0.52,254,0.394,0.556,0.566,7.4,5.4,1.5,0.6,0.8,0.9,12.8,8.9,14.3,6.3,116.3,107.3
Mitchell Robinson,Nyk,C-F,25,59,26.9,10.1,12.8,122,0.484,280,0.671,0,0,0.671,0.652,7.4,9.4,0.9,0.9,1.8,0.7,16.8,8.3,17.7,5.9,142.6,104.9
Dario Saric,Okc,F,29,20,13.7,20.2,16.1,32,0.844,53,0.623,46,0.391,0.606,0.65,7.4,3.3,0.9,0.4,0.1,1,10.6,8.2,11.5,8.2,119.4,105.2
Matisse Thybulle,Por,G-F,26.1,22,27.7,11.4,10.4,16,0.625,52,0.519,85,0.388,0.558,0.566,7.4,3.5,1.4,1.7,0.8,0.7,10.9,8.8,12.3,4.8,114.3,112.8
Obi Toppin,Nyk,F,25.1,67,15.7,19.5,8.3,47,0.809,172,0.593,247,0.344,0.548,0.565,7.4,2.8,1,0.3,0.2,0.6,10.2,8.4,11.2,7,115.6,110.8
Trendon Watford,Por,F,22.4,62,19.1,16.1,18,100,0.72,259,0.602,64,0.391,0.599,0.625,7.4,3.8,2.1,0.5,0.2,1.1,11.2,9.5,13.3,8.2,118.1,110.6
Delon Wright,Was,G,31,50,24.4,12.9,13.1,60,0.867,172,0.564,120,0.342,0.543,0.579,7.4,3.6,3.9,1.8,0.3,0.9,11,11.3,14.9,7.7,127.3,112.2
Mo Bamba,Orl,C,24.9,40,17,16.3,9.3,51,0.686,106,0.594,108,0.398,0.596,0.613,7.3,4.6,1.1,0.3,1,0.6,11.9,8.3,12.9,7.8,125.3,102.7
R.J. Hampton,Det,G,22.2,21,18.5,17.7,14.6,39,0.667,60,0.483,63,0.365,0.516,0.546,7.3,2.3,1,0.5,0.2,1,9.6,8.2,10.5,5.5,103.6,115
Josh Okogie,Pho,G,24.6,72,18.8,17.7,13.2,192,0.724,217,0.442,197,0.335,0.471,0.531,7.3,3.5,1.5,0.8,0.5,0.9,10.8,8.8,12.3,7.2,113.8,108.4
Jay Huff,Was,C,25.6,7,13.6,17,16.4,16,0.938,13,0.692,12,0.5,0.72,0.796,7.3,3,1.4,0.4,0.6,0.7,10.3,8.7,11.7,9.2,149.7,101.2
Reggie Bullock,Dal,G-F,32.1,78,30.3,10,7.3,37,0.703,73,0.562,397,0.38,0.569,0.577,7.2,3.6,1.4,0.7,0.2,0.5,10.8,8.6,12.2,4.4,116,113.2
Dorian Finney-Smith,Bro,F,29.9,26,27.7,13.9,12,19,0.789,70,0.429,121,0.306,0.448,0.466,7.2,4.9,1.6,0.7,0.6,1,12.1,8.7,13.7,5.5,102.5,110
Isaiah Jackson,Ind,F,21.2,63,16.5,17.5,14,146,0.651,304,0.582,14,0.143,0.566,0.595,7.2,4.5,0.8,0.5,1.5,0.8,11.7,8,12.5,7.2,120.2,105.5
Jarred Vanderbilt,Lal,F,24,26,24.1,12.5,17.1,37,0.784,107,0.598,33,0.303,0.564,0.598,7.2,6.7,1.6,1.2,0.2,1.1,13.8,8.8,15.5,7.1,119.8,104.4
Troy Brown Jr.,Lal,G-F,23.7,76,24.5,12.1,9.5,39,0.872,184,0.505,281,0.381,0.545,0.561,7.1,4.1,1.3,0.8,0.2,0.6,11.2,8.4,12.4,5.5,113.6,109.8
Willy Hernangomez,Nor,C-F,28.9,37,12.4,23.8,18.7,104,0.779,158,0.544,11,0.273,0.536,0.61,7.1,4.9,0.9,0.5,0.4,1.1,11.9,8,12.8,10.2,119,97.1
Edmond Sumner,Bro,G,27.3,53,13.9,22,15.7,108,0.917,182,0.511,87,0.356,0.519,0.597,7.1,1.5,1.3,0.6,0.2,0.9,8.6,8.4,9.9,6.9,112.3,107.1
Lindell Wigginton,Mil,G,25,7,12.4,25.7,24.3,9,0.889,19,0.632,18,0.333,0.568,0.61,7.1,1,2,0,0.3,1.7,8.1,9.1,10.1,7.8,103.9,109.8
Kevon Looney,Gol,F,27.2,82,23.9,10.6,10.5,155,0.606,383,0.632,1,0,0.63,0.639,7,9.3,2.5,0.6,0.6,0.5,16.3,9.6,18.8,9.1,148.7,103.3
Joshua Primo,San,G,20.3,4,23.4,18.1,29.5,9,0.778,14,0.429,12,0.25,0.404,0.467,7,3.3,4.5,0.3,0.5,2.8,10.3,11.5,14.8,8,90.2,116.2
Daniel Theis,Ind,F-C,31,7,15.5,20.2,6.4,12,0.417,33,0.576,11,0.182,0.5,0.497,7,3.1,1.3,0.3,0.9,0.4,10.1,8.3,11.4,7.9,108.1,116
Xavier Tillman,Mem,F,24.2,61,19.3,13.7,12.6,89,0.551,291,0.632,15,0.267,0.621,0.621,7,5,1.6,1,0.5,0.7,12.1,8.6,13.6,7.9,129,105.2
Chance Comanche,Por,C,27,1,20.8,14.1,0,4,0.25,5,0.6,0,0,0.6,0.518,7,3,0,0,1,0,10,7,10,0,116.7,126.4
Jae Crowder,Mil,F,32.8,18,18.9,13.2,6.9,12,0.833,39,0.538,55,0.436,0.606,0.624,6.9,3.8,1.5,0.7,0.3,0.4,10.7,8.4,12.2,7.2,132.9,105.9
Joe Ingles,Mil,F-G,35.5,46,22.7,12.6,18.1,21,0.857,45,0.556,203,0.409,0.603,0.616,6.9,2.8,3.3,0.7,0.1,1.2,9.7,10.2,12.9,7,119.6,108.2
Ty Jerome,Gol,G-F,25.8,45,18.1,14.9,11,41,0.927,152,0.546,90,0.389,0.56,0.594,6.9,1.7,3,0.5,0.1,0.7,8.6,9.9,11.6,7.2,126.1,112.1
Cory Joseph,Det,G,31.6,62,19.8,15.2,13.7,72,0.792,171,0.468,180,0.389,0.527,0.558,6.9,1.7,3.5,0.5,0.1,0.9,8.6,10.4,12.1,7,118.8,116.5
Romeo Langford,San,G-F,23.5,43,19.6,15.4,10.4,56,0.696,198,0.53,61,0.262,0.498,0.524,6.9,2.7,1.2,0.6,0.3,0.7,9.6,8.1,10.7,5.7,110.1,117.1
Ben Simmons,Bro,G-F,26.7,42,26.3,14.3,29.2,57,0.439,233,0.571,2,0,0.566,0.559,6.9,6.3,6.1,1.3,0.5,2.3,13.2,13,19.3,9.8,111.1,101.5
James Wiseman,Gol,C,22,21,12.5,19.9,12.9,38,0.684,92,0.63,2,0.5,0.633,0.655,6.9,3.5,0.7,0.1,0.3,0.7,10.4,7.6,11,8.2,123.5,101.6
Larry Nance Jr.,Nor,F-C,30.3,65,21.2,11.9,12.1,79,0.696,263,0.654,42,0.333,0.633,0.649,6.8,5.4,1.8,0.9,0.6,0.6,12.2,8.6,14.1,7.6,134.4,104
Jeremiah Robinson-Earl,Okc,F,22.4,43,18.9,14.6,7.1,42,0.833,137,0.533,111,0.333,0.518,0.548,6.8,4.2,1,0.6,0.3,0.4,11,7.8,12,6.5,121.6,109.2
Aaron Wiggins,Okc,G-F,24.3,70,18.5,14.4,13.1,71,0.831,241,0.573,122,0.393,0.579,0.607,6.8,3,1.1,0.6,0.2,0.8,9.8,8,11,6.1,119.4,110.2
Justise Winslow,Por,F-G,27,29,26.8,14.2,17.8,28,0.714,153,0.438,45,0.311,0.444,0.466,6.8,5,3.4,1,0.4,1.5,11.8,10.1,15.1,7.3,104.3,109.4
Terence Davis,Sac,G,25.9,64,13.1,22.2,12.7,43,0.791,121,0.537,243,0.366,0.545,0.563,6.7,2.2,1,0.7,0.2,0.8,8.9,7.8,10,7.5,105.8,104.7
Anthony Lamb,Gol,F,25.2,62,19.2,13.9,14.7,60,0.767,115,0.652,199,0.367,0.588,0.61,6.7,3.5,1.5,0.5,0.3,0.9,10.2,8.2,11.7,6.8,119.1,107.2
Isaiah Livers,Det,F,24.7,52,23.1,11.9,9.4,39,0.821,85,0.541,203,0.365,0.545,0.567,6.7,2.8,0.8,0.5,0.5,0.6,9.4,7.4,10.2,4.3,112.8,114.4
Theo Maledon,Cha,G,21.8,44,19.4,17,18.8,74,0.851,159,0.465,95,0.295,0.457,0.515,6.7,2.8,3.5,0.8,0.3,1.3,9.5,10.2,13,8.3,105.4,111.1
Jalen McDaniels,Phi,F-C,25.2,24,17.5,16.1,9.5,34,0.824,93,0.516,30,0.4,0.537,0.58,6.7,3.2,0.8,0.7,0.2,0.5,9.8,7.5,10.6,5.9,117.8,102.9
Kendrick Nunn,Lal,G,27.7,39,13.5,23.4,11,21,0.81,125,0.488,126,0.325,0.488,0.503,6.7,1.4,0.9,0.3,0.1,0.8,8.1,7.6,9,6,95.5,111.2
Dwight Powell,Dal,F-C,31.7,76,19.2,12.6,19.4,168,0.667,264,0.746,5,0,0.732,0.738,6.7,4.1,0.9,0.6,0.3,0.9,10.8,7.6,11.7,6.1,142.5,104.2
David Roddy,Mem,F,22,70,18,16.7,11.9,65,0.631,208,0.553,212,0.307,0.506,0.519,6.7,2.8,0.8,0.4,0.3,0.8,9.4,7.5,10.3,5.5,103,107.7
Drew Eubanks,Por,F-C,26.2,78,20.3,12.5,16.7,125,0.664,316,0.655,18,0.389,0.651,0.666,6.6,5.4,1.3,0.5,1.3,0.9,12,8,13.3,7.1,130.8,109.4
Jordan Goodwin,Was,G,24.5,62,17.8,17.3,13.9,69,0.768,235,0.511,118,0.322,0.501,0.531,6.6,3.3,2.7,0.9,0.4,0.9,9.9,9.3,12.6,8.7,113.9,108.5
Jock Landale,Pho,C,27.5,69,14.2,19.3,14.9,105,0.752,253,0.621,84,0.25,0.559,0.595,6.6,4.1,1,0.2,0.4,0.9,10.7,7.6,11.7,8.5,119.7,103.1
Nassir Little,Por,F-G,23.2,54,18.1,16,10.6,46,0.717,145,0.524,158,0.367,0.538,0.555,6.6,2.6,0.9,0.4,0.4,0.7,9.3,7.6,10.2,5.5,108.8,115.9
Brandon Boston Jr.,Lac,G,21.4,22,11.3,26.5,8.9,38,0.763,93,0.419,29,0.414,0.467,0.515,6.5,1.4,0.9,0.4,0,0.5,7.9,7.4,8.8,7.1,105.7,109.6
Goran Dragic,Chi,G,36.9,50,15.6,21,15.6,41,0.659,170,0.482,128,0.352,0.502,0.516,6.5,1.4,2.8,0.2,0.1,1.1,7.9,9.3,10.7,7.5,103.9,110.2
Luka Garza,Min,C,24.3,28,8.7,26.9,10.7,52,0.788,77,0.636,39,0.359,0.603,0.652,6.5,2.3,0.6,0.1,0.1,0.5,8.7,7.1,9.4,9.6,130.8,100.7
Danny Green,Cle,G,35.8,8,11.9,21.4,15.4,1,1,9,0.667,29,0.448,0.671,0.676,6.5,1.3,0.5,0.6,0.4,0.9,7.8,7,8.3,5.4,111.6,102.6
Cody Zeller,Mia,F-C,30.5,15,14.4,18.1,19.1,35,0.686,57,0.649,2,0,0.627,0.659,6.5,4.3,0.7,0.2,0.3,0.9,10.8,7.2,11.5,7.5,124.7,99.1
Jay Scrubb,Orl,G,22.6,2,15.1,15.5,29.4,2,0.5,5,0.6,2,1,0.857,0.825,6.5,3,0.5,1,0.5,1.5,9.5,7,10,5.7,107.6,106.3
Patrick Beverley,Lal,G,34.7,45,26.9,10.6,14.8,50,0.78,83,0.506,158,0.348,0.517,0.548,6.4,3.1,2.6,0.9,0.6,0.9,9.5,9,12.1,5.5,112.6,106.8
JaMychal Green,Gol,F-C,32.8,57,14,17.5,17.1,67,0.776,141,0.667,111,0.378,0.623,0.65,6.4,3.6,0.9,0.4,0.4,0.9,10,7.3,10.9,7.8,121.3,103.5
Sam Hauser,Bos,F,25.3,80,16.1,14.7,7,17,0.706,61,0.656,335,0.418,0.631,0.634,6.4,2.6,0.9,0.4,0.3,0.4,9,7.3,9.8,6.1,123.9,107.2
Isaac Okoro,Cle,F-G,22.2,76,21.7,11.9,10.6,103,0.757,183,0.617,171,0.363,0.582,0.614,6.4,2.5,1.1,0.7,0.4,0.6,8.9,7.6,10.1,4.8,123.7,104.9
Duncan Robinson,Mia,F,29,42,16.5,17.9,10.6,32,0.906,45,0.556,192,0.328,0.504,0.534,6.4,1.6,1.1,0.3,0,0.7,8,7.5,9.1,5.4,105,105.8
Nickeil Alexander-Walker,Uta,G,24.6,36,14.7,18.4,20.9,39,0.692,83,0.578,87,0.402,0.591,0.609,6.3,1.6,2.1,0.7,0.4,1.3,8,8.4,10.1,7.5,111.2,108.5
Simone Fontecchio,Uta,F,27.3,52,14.7,20.2,11.1,44,0.795,121,0.43,191,0.33,0.47,0.495,6.3,1.7,0.8,0.3,0.2,0.8,8,7.1,8.8,5.6,100.8,113.9
Saben Lee,Pho,G,23.8,23,15.8,19.1,15.2,57,0.737,88,0.398,29,0.379,0.44,0.51,6.3,2,2.8,0.8,0,0.9,8.3,9.1,11.1,8.3,112.3,108.4
Jared Butler,Okc,G,22.6,6,12.8,20.2,13.5,0,0,18,0.444,14,0.5,0.578,0.578,6.2,0.7,1.3,0.8,0,0.8,6.8,7.5,8.2,5.6,107.7,112.7
Quenton Jackson,Was,G,24.6,9,15,18,8.6,22,0.773,30,0.6,12,0.083,0.464,0.542,6.2,0.9,1.7,0.4,0.1,0.4,7.1,7.9,8.8,5.6,116.6,113.8
Patty Mills,Bro,G,34.7,40,14.2,19.7,12.5,30,0.833,75,0.493,134,0.366,0.529,0.554,6.2,1.1,1.4,0.4,0.1,0.8,7.3,7.6,8.7,6,106.6,115.1
Mike Muscala,Okc,F-C,31.8,43,14.5,15.7,6.4,39,0.795,61,0.541,142,0.394,0.576,0.602,6.2,3.1,0.9,0.3,0.4,0.3,9.3,7,10.2,7.1,125,105.5
Nicolas Batum,Lac,G-F,34.3,78,21.9,11.5,11.6,48,0.708,64,0.563,317,0.391,0.583,0.594,6.1,3.8,1.6,0.7,0.6,0.6,10,7.7,11.5,6.1,120.8,108.2
Oshae Brissett,Ind,F-G,24.8,65,16.7,16.1,9.4,145,0.717,164,0.457,155,0.31,0.461,0.52,6.1,3.4,0.7,0.5,0.2,0.5,9.5,6.8,10.2,5.8,110.8,114.3
Evan Fournier,Nyk,G-F,30.4,27,17,18.4,11.7,21,0.857,52,0.404,114,0.307,0.443,0.471,6.1,1.8,1.3,0.6,0.1,0.8,7.9,7.4,9.3,5.7,98.3,107.5
Robert Covington,Lac,F,32.3,48,16.2,15.6,12.2,40,0.75,93,0.516,136,0.397,0.563,0.584,6,3.5,1.2,0.8,0.7,0.7,9.5,7.2,10.7,7.2,116.3,103.6
Andre Drummond,Chi,C,29.7,67,12.7,21,21.5,125,0.536,271,0.613,3,0,0.606,0.606,6,6.6,0.5,0.7,0.4,1.1,12.6,6.4,13.1,8.5,115.2,93.2
Jordan Nwora,Mil,F,24.6,38,15.7,17.7,14.7,43,0.86,95,0.379,102,0.392,0.487,0.53,6,3.1,1,0.3,0.2,0.9,9.1,7,10.1,6.8,105.8,109.3
Nickeil Alexander-Walker,Min,G,24.6,23,15.5,17.3,7.4,21,0.619,53,0.415,72,0.361,0.488,0.503,5.9,1.8,1.4,0.3,0.3,0.4,7.7,7.3,9.1,6.3,106.4,110.9
Stanley Johnson,San,F-G,26.9,30,15.6,15.2,21.1,39,0.667,83,0.578,40,0.45,0.61,0.628,5.9,3.2,2.2,0.5,0.2,1.1,9,8.1,11.3,8.9,117.4,112
Maxi Kleber,Dal,F,31.2,37,25.1,10.3,13.8,38,0.711,57,0.667,112,0.348,0.571,0.592,5.9,3.6,1.4,0.3,0.8,0.7,9.6,7.4,11,4.9,118.3,111.2
Mike Muscala,Bos,F-C,31.8,20,16.2,14,9.2,13,0.692,24,0.708,65,0.385,0.612,0.623,5.9,3.4,0.6,0.2,0.3,0.5,9.3,6.5,9.9,5.7,121.7,105.8
Jaylin Williams,Okc,F,20.8,49,18.7,13.4,13.7,54,0.704,121,0.463,112,0.411,0.536,0.561,5.9,4.9,1.6,0.6,0.2,0.8,10.8,7.4,12.4,7.7,115.4,102.7
Patrick Beverley,Chi,G,34.7,22,27.5,10.5,13.1,15,0.533,38,0.579,81,0.309,0.5,0.506,5.8,4.9,3.5,1,0.7,0.8,10.6,9.2,14.1,6.7,114.3,103.9
Goga Bitadze,Orl,C-F,23.7,17,15,15.3,12,18,0.667,61,0.656,12,0.167,0.589,0.606,5.8,5.2,1.2,0.4,0.9,0.6,10.9,7,12.2,8.8,130.5,103
Josh Christopher,Hou,G,21.3,64,12.3,21.9,15.4,60,0.75,240,0.55,89,0.236,0.497,0.523,5.8,1.1,1.1,0.5,0.2,0.9,6.9,7,8.1,6.2,101.9,116
Johnny Davis,Was,G,21.1,28,15.1,20.5,8.5,27,0.519,101,0.485,70,0.243,0.436,0.446,5.8,2.3,1,0.4,0.3,0.6,8.1,6.8,9.1,6.3,92.5,107.4
Dario Saric,Pho,F,29,37,14.4,18.7,16.8,44,0.818,109,0.45,69,0.391,0.503,0.545,5.8,3.8,1.5,0.4,0.1,1,9.6,7.4,11.2,8.9,110.4,101.7
Charles Bassey,San,C-F,22.4,35,14.5,15.6,23.3,37,0.595,127,0.661,8,0.375,0.656,0.658,5.7,5.5,1.3,0.5,0.9,1.2,11.2,7,12.5,9.5,120.8,105.3
Dewayne Dedmon,Mia,C,33.7,30,11.7,21.2,12.8,44,0.727,92,0.576,37,0.297,0.539,0.576,5.7,3.6,0.5,0.2,0.5,0.6,9.3,6.2,9.9,7.4,113.5,94.8
R.J. Hampton,Orl,G,22.2,26,13.9,18,15.5,37,0.838,61,0.525,53,0.34,0.518,0.572,5.7,1.5,1.3,0.6,0.2,0.8,7.2,7,8.5,6.4,111.4,111.4
Jalen Johnson,Atl,F,21.3,69,15.1,16,11.3,78,0.628,218,0.587,104,0.288,0.537,0.554,5.7,4.1,1.2,0.6,0.5,0.6,9.8,6.9,11,8,114.2,105.5
Rodney McGruder,Det,G,31.7,32,16.4,14,6.7,22,0.818,55,0.382,97,0.423,0.543,0.566,5.7,2.3,0.9,0.5,0,0.3,8,6.6,8.9,5.6,119.2,115.1
Ziaire Williams,Mem,F,21.6,37,15.2,18,15.9,22,0.773,99,0.596,97,0.258,0.492,0.511,5.7,2.1,0.9,0.4,0.2,1,7.8,6.6,8.8,5.8,96.5,105.6
Gary Payton II,Gol,G,30.4,7,16,12.4,12.4,3,0.667,19,0.684,9,0.444,0.679,0.682,5.7,4.3,1.1,0.9,0.6,0.6,10,6.9,11.1,7.5,139.5,103.7
James Bouknight,Cha,G,22.6,34,15.2,19.5,14.2,30,0.667,84,0.429,109,0.303,0.443,0.463,5.6,2.1,1.2,0.4,0.1,0.9,7.7,6.8,8.9,6.4,90.4,109.6
Alex Caruso,Chi,G,29.1,67,23.5,11.1,21.2,73,0.808,135,0.556,151,0.364,0.551,0.588,5.6,2.9,2.9,1.5,0.7,1.1,8.5,8.5,11.4,6.1,115.1,104
Montrezl Harrell,Phi,F-C,29.2,57,11.9,18.9,14.3,101,0.693,203,0.616,6,0,0.598,0.631,5.6,2.8,0.6,0.3,0.4,0.6,8.4,6.2,9,7.1,125.1,105.1
Kevin Knox II,Det,F,23.7,42,14.1,16.2,15.1,33,0.788,63,0.651,116,0.371,0.589,0.612,5.6,2.6,0.4,0.3,0.3,0.8,8.2,6,8.6,5.1,109.6,108.6
Davion Mitchell,Sac,G,24.6,80,18.1,14.1,13.4,31,0.806,202,0.584,197,0.32,0.533,0.545,5.6,1.3,2.3,0.6,0.2,0.8,6.9,7.9,9.3,5.7,111.3,112.9
Payton Pritchard,Bos,G,25.2,48,13.4,19.9,14,16,0.75,91,0.495,154,0.364,0.527,0.536,5.6,1.8,1.3,0.3,0,0.8,7.5,7,8.8,7,104.9,110.2
Derrick Rose,Nyk,G,34.5,27,12.5,23.6,12.1,12,0.917,96,0.438,63,0.302,0.443,0.463,5.6,1.5,1.7,0.3,0.2,0.8,7.1,7.3,8.8,7.8,99.4,113.7
Yuta Watanabe,Bro,G-F,28.5,58,16,13.1,8.7,47,0.723,97,0.557,135,0.444,0.621,0.637,5.6,2.4,0.8,0.4,0.3,0.4,8,6.4,8.8,5.5,125.4,109.9
Goran Dragic,Mil,G,36.9,7,11.8,22.7,16.1,4,1,19,0.368,17,0.412,0.486,0.516,5.6,1.7,1.7,0.3,0,1,7.3,7.3,9,8.6,103.7,113.7
Wenyen Gabriel,Lal,F,26,68,15.1,14.1,15,84,0.619,224,0.647,36,0.278,0.615,0.626,5.5,4.2,0.5,0.4,0.5,0.7,9.7,6,10.2,6,124.5,101.4
Nikola Jovic,Mia,F,19.8,15,13.6,19,12.6,19,0.947,34,0.588,35,0.229,0.464,0.53,5.5,2.1,0.7,0.5,0.1,0.7,7.5,6.1,8.2,5.9,106,106.5
Otto Porter Jr.,Tor,F,29.9,8,18.3,10.9,11.6,8,1,13,0.692,17,0.353,0.6,0.656,5.5,2.4,1,1.4,0,0.5,7.9,6.5,8.9,5.2,132.3,111.6
Jarrell Brantley,Uta,F,26.8,4,9.8,18.1,12.2,2,1,5,0.8,9,0.444,0.714,0.739,5.5,1.5,0.8,0,0.5,0.5,7,6.3,7.8,7.7,133.9,113.7
Darius Bazley,Okc,F-G,22.8,36,15.4,15.7,12.2,65,0.554,113,0.469,45,0.4,0.506,0.525,5.4,3.4,0.9,0.5,0.8,0.6,8.8,6.3,9.7,6.6,108.4,110.4
Jamal Cain,Mia,F,24.1,18,13.3,15.1,8.3,22,0.773,46,0.652,20,0.35,0.614,0.647,5.4,2.9,0.7,0.6,0.1,0.3,8.3,6.1,9,6.7,132.2,105.1
Devonte' Graham,Nor,G,28.1,53,15.3,15,10.5,59,0.746,41,0.463,190,0.347,0.511,0.545,5.3,1.4,2.2,0.6,0.2,0.5,6.6,7.5,8.8,6.6,118.4,111.1
Bryce McGowens,Cha,G,20.4,46,17.1,15,17.5,80,0.75,122,0.443,80,0.325,0.46,0.519,5.3,2,1.2,0.3,0.1,0.9,7.4,6.5,8.5,5.5,100.4,114.7
Lamar Stevens,Cle,F,25.8,62,18.1,13.6,8.6,57,0.702,193,0.513,95,0.316,0.5,0.524,5.3,3.4,0.5,0.4,0.3,0.4,8.6,5.8,9.2,4.6,109.4,106.7
Rudy Gay,Uta,F-G,36.6,56,14.6,17.7,11.4,49,0.857,157,0.484,130,0.254,0.437,0.475,5.2,2.9,1,0.3,0.3,0.7,8.1,6.3,9.2,6.8,100.9,110.8
Javonte Green,Chi,G-F,29.7,32,15,13.6,15.6,45,0.667,73,0.658,35,0.371,0.625,0.646,5.2,2.8,0.7,0.8,0.7,0.6,7.9,5.9,8.6,5.8,123.1,103.1
George Hill,Ind,G,36.9,11,15.1,11.3,16.9,9,0.889,13,0.615,21,0.524,0.721,0.751,5.2,1.6,1.9,0.6,0.3,0.6,6.8,7.1,8.7,6.6,138.4,114
Zeke Nnaji,Den,F-C,22.2,53,13.7,15.2,13.6,62,0.645,131,0.71,65,0.262,0.605,0.62,5.2,2.6,0.3,0.3,0.4,0.6,7.8,5.6,8.2,4.7,120.8,103.5
Ricky Rubio,Cle,G,32.5,33,17.2,17.7,14.8,35,0.8,96,0.417,82,0.256,0.402,0.442,5.2,2.1,3.5,0.8,0.2,0.9,7.3,8.7,10.8,7.8,103.1,104
Lindy Waters III,Okc,F,25.7,41,12.9,15.5,5.3,20,0.8,16,0.75,162,0.358,0.556,0.573,5.2,1.8,0.7,0.3,0.3,0.2,7,5.9,7.7,5.8,119.8,111
MarJon Beauchamp,Mil,F,22.5,52,13.5,18.3,15.6,37,0.73,101,0.485,142,0.331,0.492,0.513,5.1,2.2,0.7,0.4,0.1,0.9,7.3,5.8,8,5.9,99.5,105
DeAndre Jordan,Den,C,34.7,39,15,13.7,29.4,48,0.458,114,0.763,1,1,0.77,0.731,5.1,5.2,0.9,0.3,0.6,1.2,10.3,6,11.2,7.7,117.1,101.9
John Konchar,Mem,G,27,72,20.7,10.4,10.4,36,0.778,143,0.545,177,0.339,0.525,0.542,5.1,4.3,1.4,1.1,0.3,0.5,9.3,6.4,10.7,6.1,116.8,105.6
Vlatko Cancar,Den,F,26,60,14.8,13.8,14,43,0.907,112,0.58,115,0.374,0.57,0.606,5,2.1,1.3,0.4,0.2,0.6,7.1,6.3,8.4,6.5,118.9,108.5
